state,district,incumbent,first_name,last_name,name,party,result
FL,02,1,Allen,Boyd,"Boyd, Allen",D,0.6690321361
FL,03,1,Corrine,Brown,"Brown, Corrine",D,0.5928571907
FL,04,1,Ander,Crenshaw,"Crenshaw, Ander",R,0.9970348536
FL,05,0,"Virginia ""Ginny""",Brown-Waite,"Brown-Waite, Virginia ""Ginny""",R,0.479041587
FL,06,1,Clifford (Cliff) B.,Stearns,"Stearns, Clifford (Cliff) B.",R,0.6535528308
FL,07,1,John L.,Mica,"Mica, John L.",R,0.5957768734
FL,08,1,Ric,Keller,"Keller, Ric",R,0.6513692272
FL,09,1,Michael,Bilirakis,"Bilirakis, Michael",R,0.7146130088
FL,10,1,C.W. Bill,Young,"Young, C.W. Bill",R,1
FL,11,1,Jim,Davis,"Davis, Jim",D,1
FL,12,1,Adam H.,Putnam,"Putnam, Adam H.",R,1
FL,13,0,Katherine,Harris,"Harris, Katherine",R,0.5478450331
FL,14,1,Porter,Goss,"Goss, Porter",R,1
FL,15,1,Dave,Weldon,"Weldon, Dave",R,0.6314840613
FL,16,1,Mark,Foley,"Foley, Mark",R,0.7888018268
FL,17,0,Kendrick,Meek,"Meek, Kendrick",D,0.9993586477
FL,18,1,Ileana,Ros-Lehtinen,"Ros-Lehtinen, Ileana",R,0.6910613071
FL,19,1,Robert,Wexler,"Wexler, Robert",D,0.7215915368
FL,20,1,Peter,Deutsch,"Deutsch, Peter",D,1
FL,21,1,Lincoln,Diaz-Balart,"Diaz-Balart, Lincoln",R,1
FL,22,1,Clay,Shaw,"Shaw, Clay",R,0.6076503236
FL,23,1,Alcee L.,Hastings,"Hastings, Alcee L.",D,0.7748797632
FL,24,0,Tom,Feeney,"Feeney, Tom",R,0.6183823429
FL,25,0,Mario,Diaz-Balart,"Diaz-Balart, Mario",R,0.6464747792
GA,01,1,Jack ,Kingston,"Kingston, Jack ",R,0.7214361772
GA,02,1,Sanford,Bishop,"Bishop, Sanford",D,1
GA,03,0,Jim,Marshall,"Marshall, Jim",D,0.505118585
GA,04,0,Denise ,Majette,"Majette, Denise ",D,0.7702924038
GA,05,1,John,Lewis,"Lewis, John",D,1
GA,06,1,Johnny ,Isakson,"Isakson, Johnny ",R,0.7987388206
GA,07,1,John,Linder,"Linder, John",R,0.7892130978
GA,08,1,Mac ,Collins,"Collins, Mac ",R,0.7833086897
GA,09,1,Charlie ,Norwood,"Norwood, Charlie ",R,0.7284256913
GA,10,1,Nathan ,Deal,"Deal, Nathan ",R,1
GA,11,0,Phil ,Gingrey,"Gingrey, Phil ",R,0.5164392936
GA,12,0,Max ,Burns,"Burns, Max ",R,0.5519115562
GA,13,0,David ,Scott,"Scott, David ",D,0.5962645636
GU,00,0,Madeleine Z.,Bordallo,"Bordallo, Madeleine Z.",D,0.6360177552
HI,01,1,Neil ,Abercrombie,"Abercrombie, Neil ",D,0.7285498498
HI,02,1,Patsy Takemoto,Mink,"Mink, Patsy Takemoto",D,0.5616202978
ID,01,1,"C.L. ""Butch""",Otter,"Otter, C.L. ""Butch""",R,0.5857301556
ID,02,1,Michael K.,Simpson,"Simpson, Michael K.",R,0.6818364658
IL,01,1,Bobby L.,Rush,"Rush, Bobby L.",D,0.8116696432
IL,02,1,Jesse L.,"Jackson, Jr.","Jackson, Jesse L., Jr.",D,0.8230150535
IL,03,1,William O.,Lipinski,"Lipinski, William O.",D,1
IL,04,1,Luis V.,Gutierrez,"Gutierrez, Luis V.",D,0.7967886597
IL,05,0,Rahm,Emanuel,"Emanuel, Rahm",D,0.6680716279
IL,06,1,Henry J.,Hyde,"Hyde, Henry J.",R,0.6509041134
IL,07,1,Danny K.,Davis,"Davis, Danny K.",D,0.8321448394
IL,08,1,Philip M.,Crane,"Crane, Philip M.",R,0.5742017526
IL,09,1,Janice D.,Schakowsky,"Schakowsky, Janice D.",D,0.7027055841
IL,10,1,Mark Steven,Kirk,"Kirk, Mark Steven",R,0.6880868435
IL,11,1,"Gerald C. ""Jerry""",Weller,"Weller, Gerald C. ""Jerry""",R,0.6431985913
IL,12,1,Jerry F.,Costello,"Costello, Jerry F.",D,0.692453426
IL,13,1,Judy,Biggert,"Biggert, Judy",R,0.7025954737
IL,14,1,J.  Dennis,Hastert,"Hastert, J.  Dennis",R,0.7413674923
IL,15,1,Timothy V.,Johnson,"Johnson, Timothy V.",R,0.6516888736
IL,16,1,Donald A.,Manzullo,"Manzullo, Donald A.",R,0.7061437189
IL,17,1,Lane ,Evans,"Evans, Lane ",D,0.6241920908
IL,18,1,Ray,LaHood,"LaHood, Ray",R,1
IL,19,1,John M.,Shimkus,"Shimkus, John M.",R,0.5479378091
IN,01,1,Peter J.,Visclosky,"Visclosky, Peter J.",D,0.6693977544
IN,02,0,Chris,Chocola,"Chocola, Chris",R,0.5045209012
IN,03,1,Mark E.,Souder,"Souder, Mark E.",R,0.6313929853
IN,04,1,Steve,Buyer,"Buyer, Steve",R,0.7136347527
IN,05,1,Dan,Burton,"Burton, Dan",R,0.7197019822
IN,06,1,Mike ,Pence,"Pence, Mike ",R,0.6379428288
IN,07,1,Julia M.,Carson,"Carson, Julia M.",D,0.5312534284
IN,08,1,John N.,Hostettler,"Hostettler, John N.",R,0.5130635419
IN,09,1,Baron P.,Hill,"Hill, Baron P.",D,0.5115132014
IA,01,1,Jim,Nussle,"Nussle, Jim",R,0.5715303759
IA,02,1,Jim,Leach,"Leach, Jim",R,0.5219359852
IA,03,1,Leonard L.,Boswell,"Boswell, Leonard L.",D,0.5341435748
IA,04,1,Tom,Latham,"Latham, Tom",R,0.5476481919
IA,05,0,Steve,King,"King, Steve",R,0.6214819164
KS,01,1,Jerry,Moran,"Moran, Jerry",R,0.9108893801
KS,02,1,Jim,Ryun,"Ryun, Jim",R,0.6042222612
KS,03,1,Dennis,Moore,"Moore, Dennis",D,0.5018255245
KS,04,1,Todd,Tiahrt,"Tiahrt, Todd",R,0.6058294015
KY,01,1,Edward,Whitfield,"Whitfield, Edward",R,0.6525466521
KY,02,1,Ron,Lewis,"Lewis, Ron",R,0.696434244
KY,03,1,Anne M.,Northup,"Northup, Anne M.",R,0.5161126972
KY,04,1,Ken,Lucas,"Lucas, Ken",D,0.5111130521
KY,05,1,"Harold ""Hal""",Rogers,"Rogers, Harold ""Hal""",R,0.7829437131
KY,06,1,Ernie,Fletcher,"Fletcher, Ernie",R,0.7195434631
LA,01,1,David,Vitter,"Vitter, David",R,0.8147366672
LA,02,1,William J.,Jefferson,"Jefferson, William J.",D,0.6352879935
LA,03,1,"W.J. ""Billy""",Tauzin,"Tauzin, W.J. ""Billy""",R,0.8668435966
LA,04,1,"""Jim""",McCrery,"McCrery, ""Jim""",R,0.7161399936
LA,05,0,Rodney,Alexander,"Alexander, Rodney",D,0.2867586931
LA,06,1,Richard H.,Baker,"Baker, Richard H.",R,0.8404278442
LA,07,1,"""Chris""",John,"John, ""Chris""",D,0.8681923486
ME,01,1,Thomas H.,Allen,"Allen, Thomas H.",D,0.6380660588
ME,02,0,Michael H.,Michaud,"Michaud, Michael H.",D,0.5200674626
MD,01,1,Wayne T.,Gilchrest,"Gilchrest, Wayne T.",R,0.7667493301
MD,02,0,C.A. Dutch ,Ruppersberger,"Ruppersberger, C.A. Dutch ",D,0.5415825658
MD,03,1,Benjamin L.,Cardin,"Cardin, Benjamin L.",D,0.6571591068
MD,04,1,Albert R.,Wynn,"Wynn, Albert R.",D,0.7856763451
MD,05,1,Steny H.,Hoyer,"Hoyer, Steny H.",D,0.6926770708
MD,06,1,Roscoe G.,Bartlett,"Bartlett, Roscoe G.",R,0.6610810738
MD,07,1,Elijah E.,Cummings,"Cummings, Elijah E.",D,0.7352543537
MD,08,0,Chris,Van Hollen,"Van Hollen, Chris",D,0.5171081045
MA,01,1,John W.,Olver,"Olver, John W.",D,0.6756282503
MA,02,1,Richard E.,Neal,"Neal, Richard E.",D,0.9913331782
MA,03,1,James P.,McGovern,"McGovern, James P.",D,0.9882700181
MA,04,1,Barney,Frank,"Frank, Barney",D,0.9899234876
MA,05,1,Martin T.,Meehan,"Meehan, Martin T.",D,0.6014515868
MA,06 ,1,John F.,Tierney,"Tierney, John F.",D,0.6826896884
MA,07,1,Edward J.,Markey,"Markey, Edward J.",D,0.9823658188
MA,08,1,Michael E.,Capuano,"Capuano, Michael E.",D,0.9955943608
MA,09,1,Stephen F.,Lynch,"Lynch, Stephen F.",D,0.9945495218
MA,10,1,William D.,Delahunt,"Delahunt, William D.",D,0.6920332662
MI,01,1,Bart ,Stupak,"Stupak, Bart ",D,0.6767391002
MI,02,1,Peter ,Hoekstra,"Hoekstra, Peter ",R,0.7040469792
MI,03,1,Vernon ,Ehlers,"Ehlers, Vernon ",R,0.6996915766
MI,04,1,Dave ,Camp,"Camp, Dave ",R,0.6821062071
MI,05,1,Dale E.,Kildee,"Kildee, Dale E.",D,0.9155989131
MI,06,1,Fred,Upton,"Upton, Fred",R,0.691685239
MI,07,1,Nick ,Smith,"Smith, Nick ",R,0.5965558505
MI,08,1,Mike ,Rogers,"Rogers, Mike ",R,0.6787815973
MI,09,1,Joe ,Knollenberg,"Knollenberg, Joe ",R,0.5809535573
MI,10,0,Candice S.,Miller,"Miller, Candice S.",R,0.6331086812
MI,11,0,Thaddeus G.,McCotter,"McCotter, Thaddeus G.",R,0.5719017264
MI,12,1,Sander,Levin,"Levin, Sander",D,0.6825708863
MI,13,1,Carolyn Cheeks,Kilpatrick,"Kilpatrick, Carolyn Cheeks",D,0.9160837041
MI,14,1,John,"Conyers, Jr.","Conyers, John, Jr.",D,0.832063823
MI,15,1,John D.,Dingell,"Dingell, John D.",D,0.7220767681
MN,01,1,Gil ,Gutknecht,"Gutknecht, Gil ",R,0.6149664263
MN ,02,0,John ,Kline,"Kline, John ",R,0.5332566409
MN,03,1,Jim ,Ramstad,"Ramstad, Jim ",R,0.7201925609
MN ,04,1,Betty ,McCollum,"McCollum, Betty ",DFL,0.6222008014
MN,05,1,Martin Olav,Sabo,"Sabo, Martin Olav",DFL,0.670250252
MN ,06,1,Mark,Kennedy,"Kennedy, Mark",R,0.5734080025
MN,07,1,Collin C.,Peterson,"Peterson, Collin C.",DFL,0.6527051949
MN,08,1,James L.,Oberstar,"Oberstar, James L.",DFL,0.686466078
MS,01,1,Roger F.,Wicker,"Wicker, Roger F.",R,0.7142782274
MS,02,1,Bennie G.,Thompson,"Thompson, Bennie G.",D,0.5514443422
MS,03,1,"Charles W. ""Chip""","Pickering, Jr.","Pickering, Charles W. ""Chip,"" Jr.",R,0.6357671195
MS,04,1,Gene,Taylor,"Taylor, Gene",D,0.7521066548
MO,01,1,Wm. Lacy,Clay,"Clay, Wm. Lacy",D,0.7010860747
MO,02,1,Todd,Akin,"Akin, Todd",R,0.6713754079
MO,03,1,Richard A.,Gephardt,"Gephardt, Richard A.",D,0.5905944566
MO,04,1,Ike,Skelton,"Skelton, Ike",D,0.6763953234
MO,05,1,Karen,McCarthy,"McCarthy, Karen",D,0.658790226
MO,06,1,Sam,Graves,"Graves, Sam",R,0.6302670024
MO,07,1,Roy,Blunt,"Blunt, Roy",R,0.7481074536
MO,08,1,Jo Ann,Emerson,"Emerson, Jo Ann",R,0.717625756
MO,09,1,Kenny C.,Hulshof,"Hulshof, Kenny C.",R,0.6819941623
MT,00,1,Denny,Rehberg,"Rehberg, Denny",R,0.6462011161
NE,01,1,Doug,Bereuter,"Bereuter, Doug",R,0.8535009368
NE,02,1,Lee,Terry,"Terry, Lee",R,0.633155886
NE,03,1,Tom,Osborne,"Osborne, Tom",R,0.931704517
NV,01,1,Shelley,Berkley,"Berkley, Shelley",D,0.5372136926
NV,02,1,Jim,Gibbons,"Gibbons, Jim",R,0.7434095427
NV,03,0,Jon,Porter,"Porter, Jon",R,0.5607897471
NH,01,0,Jeb,Bradley,"Bradley, Jeb",R,0.581083577
NH,02,1,Charles,Bass,"Bass, Charles",R,0.5680767286
NJ,01,1,Robert E.,Andrews,"Andrews, Robert E.",D,0.9273683489
NJ,02,1,Frank A.,LoBiondo,"LoBiondo, Frank A.",R,0.6921486502
NJ,03,1,Jim,Saxton,"Saxton, Jim",R,0.6502353233
NJ,04,1,Christopher H.,Smith,"Smith, Christopher H.",R,0.6614591999
NJ,05,0,Scott,Garrett,"Garrett, Scott",R,0.5948481619
NJ,06,1,Frank,"Pallone, Jr.","Pallone, Frank, Jr.",D,0.6645987127
NJ,07,1,Mike,Ferguson,"Ferguson, Mike",R,0.5795291855
NJ,08,1,Bill,"Pascrell, Jr.","Pascrell, Bill, Jr.",D,0.6683482654
NJ,09,1,Steven R.,Rothman,"Rothman, Steven R.",D,0.6976349895
NJ,10,1,Donald M.,Payne,"Payne, Donald M.",D,0.8445176167
NJ,11,1,Rodney P.,Frelinghuysen,"Frelinghuysen, Rodney P.",R,0.7237557029
NJ,12,1,Rush,Holt,"Holt, Rush",D,0.6103556516
NJ,13,1,Robert,Menendez,"Menendez, Robert",D,0.782963626
NM,01,1,Heather A.,Wilson,"Wilson, Heather A.",R,0.5534187169
NM,02,0,Steve,Pearce,"Pearce, Steve",R,0.562250669
NM,03,1,Tom,Udall,"Udall, Tom",D,1
NY,01,0,Timothy H.,Bishop,"Bishop, Timothy H.",D/WF,0.5022677021
NY,02,1,Steve J.,Israel,"Israel, Steve J.",D/IDP/WF,0.5847761521
NY,03,1,Peter T.,King,"King, Peter T.",R/C/IDP/RTL,0.7188475916
NY,04,1,Carolyn,McCarthy,"McCarthy, Carolyn",D/IDP/L/WF,0.5625133499
NY,05,1,Gary L.,Ackerman,"Ackerman, Gary L.",D/IDP/L/WF,0.923239049
NY,06,1,Gregory W.,Meeks,"Meeks, Gregory W.",D/L/WF,0.965107184
NY,07,1,Joseph,Crowley,"Crowley, Joseph",D/WF,0.7329268468
NY,08,1,Jerrold L.,Nadler,"Nadler, Jerrold L.",D/L/WF,0.7607178746
NY,09,1,Anthony D.,Weiner,"Weiner, Anthony D.",D/L/WF,0.6570779467
NY,10,1,Edolphus,Towns,"Towns, Edolphus",D/L,0.9782908157
NY,11,1,Major R.,Owens,"Owens, Major R.",D/WF,0.8655586064
NY,12,1,Nydia M.,Velazquez,"Velazquez, Nydia M.",D/WF,0.9580620262
NY,13,1,Vito,Fossella,"Fossella, Vito",R/C/RTL,0.6963247278
NY,14,1,Carolyn B.,Maloney,"Maloney, Carolyn B.",D/IDP/L/WF,0.7525239451
NY,15,1,Charles B.,Rangel,"Rangel, Charles B.",D/WF,0.8845819135
NY,16,1,Jose E.,Serrano,"Serrano, Jose E.",D/WF,0.9207363567
NY,17,1,Eliot L.,Engel,"Engel, Eliot L.",D/L/WF,0.6260749497
NY,18,1,Nita M.,Lowey,"Lowey, Nita M.",D/WF,0.9204018044
NY,19,1,Sue W.,Kelly,"Kelly, Sue W.",R/IDP/C,0.6997146356
NY,20,1,John E.,Sweeney,"Sweeney, John E.",R/C,0.7331632493
NY,21,1,Michael R.,McNulty,"McNulty, Michael R.",D/IDP/C/WF,0.75087734
NY,22,1,Maurice D.,Hinchey,"Hinchey, Maurice D.",D/IDP/L/WF,0.6418712178
NY,23,1,John M.,McHugh,"McHugh, John M.",R/C,1
NY,24,1,Sherwood L.,Boehlert,"Boehlert, Sherwood L.",R,0.707023963
NY,25,1,James T.,Walsh,"Walsh, James T.",R/IDP/C,0.7229379446
NY,26,1,Thomas M.,Reynolds,"Reynolds, Thomas M.",R/IDP/C,0.7363443603
NY,27,1,Jack ,Quinn,"Quinn, Jack ",R/C,0.6906490953
NY,28,1,Louise M.,Slaughter,"Slaughter, Louise M.",D/WF,0.6245554967
NY,29,1,Amo ,Houghton,"Houghton, Amo ",R/C,0.7310099581
NC,01,0,Frank W.,"Ballance, Jr.","Ballance, Frank W., Jr.",D,0.6373762461
NC,02,1,Bob,Etheridge,"Etheridge, Bob",D,0.6535995926
NC,03,1,Walter B.,Jones,"Jones, Walter B.",R,0.90695075
NC,04,1,David,Price,"Price, David",D,0.6118372939
NC,05,1,Richard M.,Burr,"Burr, Richard M.",R,0.7018993367
NC,06,1,Howard,Coble,"Coble, Howard",R,0.9040758939
NC,07,1,Mike,McIntyre,"McIntyre, Mike",D,0.7113120597
NC,08,1,Robert C. (Robin),Hayes,"Hayes, Robert C. (Robin)",R,0.5362638243
NC,09,1,Sue,Myrick,"Myrick, Sue",R,0.7242185036
NC,10,1,Cass,Ballenger,"Ballenger, Cass",R,0.5930337234
NC,11,1,Charles H.,Taylor,"Taylor, Charles H.",R,0.5553989914
NC,12,1,Mel,Watt,"Watt, Mel",D,0.6534095042
NC,13,0,Brad,Miller,"Miller, Brad",D,0.5472090358
ND,00,1,Earl,Pomeroy,"Pomeroy, Earl",DNL,0.5240574817
OH,01,1,Steve,Chabot,"Chabot, Steve",R,0.647992137
OH,02,1,Rob,Portman,"Portman, Rob",R,0.7404582589
OH,03,0,Michael R.,Turner,"Turner, Michael R.",R,0.5876778748
OH,04,1,Mike G.,Oxley,"Oxley, Mike G.",R,0.6751984786
OH,05,1,Paul E.,Gillmor,"Gillmor, Paul E.",R,0.6708277115
OH,06,1,Ted,Strickland,"Strickland, Ted",D,0.5947968583
OH,07,1,Dave,Hobson,"Hobson, Dave",R,0.675598931
OH,08,1,John A.,Boehner,"Boehner, John A.",R,0.7081072784
OH,09,1,Marcy,Kaptur,"Kaptur, Marcy",D,0.7399184185
OH,10,1,Dennis J.,Kucinich,"Kucinich, Dennis J.",D,0.7405717346
OH,11,1,Stephanie Tubbs,Jones,"Jones, Stephanie Tubbs",D,0.7633432851
OH,12,1,Pat,Tiberi,"Tiberi, Pat",R,0.6438584614
OH,13,1,Sherrod,Brown,"Brown, Sherrod",D,0.6896716036
OH,14,1,Steven C.,LaTourette,"LaTourette, Steven C.",R,0.7212081214
OH,15,1,Deborah,Pryce,"Pryce, Deborah",R,0.6658891303
OH,16,1,Ralph,Regula,"Regula, Ralph",R,0.6886897621
OH,17,0,Timothy J.,Ryan,"Ryan, Timothy J.",D,0.5113930494
OH,18,1,Bob,Ney,"Ney, Bob",R,1
OK,01 ,1,John,Sullivan,"Sullivan, John",R,0.556237352
OK,02,1,Brad ,Carson,"Carson, Brad ",D,0.7412188987
OK,03,1,Frank D.,Lucas,"Lucas, Frank D.",R,0.7558060074
OK,04,0,Tom ,Cole,"Cole, Tom ",R,0.5382507306
OK,05,1,Ernest ,Istook,"Istook, Ernest ",R,0.6222680222
OR,01,1,David,Wu,"Wu, David",D,0.6268589625
OR,02,1,Greg,Walden,"Walden, Greg",R,0.7186147358
OR,03,1,Earl,Blumenauer,"Blumenauer, Earl",D,0.6675163952
OR,04,1,Peter A.,DeFazio,"DeFazio, Peter A.",D,0.6381864347
OR,05,1,Darlene,Hooley,"Hooley, Darlene",D,0.5474860557
PA,01,1,Robert A.,Brady,"Brady, Robert A.",D,0.8642729674
PA,02,1,Chaka,Fattah,"Fattah, Chaka",D,0.8777001474
PA,03,1,Phil,English,"English, Phil",R,0.776716402
PA,04,1,Melissa,Hart,"Hart, Melissa",R,0.6455112799
PA,05,1,John E.,Peterson,"Peterson, John E.",R,0.8724329835
PA,06,0,Jim,Gerlach,"Gerlach, Jim",R,0.5136403507
PA,07,1,Curt,Weldon,"Weldon, Curt",R,0.6609231492
PA,08,1,Jim,Greenwood,"Greenwood, Jim",R,0.6258376823
PA,09,1,Bill,Shuster,"Shuster, Bill",R,0.7102356891
PA,10,1,Don,Sherwood,"Sherwood, Don",R and R/D,0.9260351245
PA,11,1,Paul E.,Kanjorski,"Kanjorski, Paul E.",D,0.5560478012
PA,12,1,John P.,Murtha,"Murtha, John P.",D,0.7347954185
PA,13,1,Joseph M.,Hoeffel,"Hoeffel, Joseph M.",D,0.5094941638
PA,14,1,Mike,Doyle,"Doyle, Mike",D,0.9992788384
PA,15,1,Pat,Toomey,"Toomey, Pat",R,0.5735908172
PA,16,1,Joseph R.,Pitts,"Pitts, Joseph R.",R,0.8844625066
PA,17,1,Tim,Holden,"Holden, Tim",D,0.514096507
PA,18,0,Tim,Murphy,"Murphy, Tim",R,0.6013825
PA,19,1,Todd,Platts,"Platts, Todd",R,0.9106048554
RI,01,1,Patrick J.,Kennedy,"Kennedy, Patrick J.",D,0.5987821508
RI,02,1,James R.,Langevin,"Langevin, James R.",D,0.7628677554
SC,01,1,Henry E.,"Brown, Jr.","Brown, Henry E., Jr.",R,0.895643321
SC,02,1,Joe,Wilson,"Wilson, Joe",R,0.841210558
SC,03,0,J. Gresham,Barrett,"Barrett, J. Gresham",R,0.6714217571
SC,04,1,Jim,DeMint,"DeMint, Jim",R,0.6900240676
SC,05,1,John,Spratt,"Spratt, John",D,0.8587045333
SC,06,1,"James E. ""Jim""",Clyburn,"Clyburn, James E. ""Jim""",D,0.6697804281
SD,00,0,William J.,Janklow,"Janklow, William J.",R,0.5344989861
TN,01,1,"William L. ""Bill""",Jenkins,"Jenkins, William L. ""Bill""",R,0.9876945518
TN,02,1,John J.,"Duncan, Jr.","Duncan, John J., Jr.",R,0.7897957318
TN,03,1,Zach,Wamp,"Wamp, Zach",R,0.6454309715
TN,04,0,Lincoln,Davis,"Davis, Lincoln",D,0.5208301682
